"Year"	"Level"	"Grade"	"District Name"	"District Number"	"School Name"	"School Number"	"Agency Type"	"Agency Key"	"CESA"	"Total Enrollment-WSAS"	"Item Type"	"Subject"	"Subject Code "	"Number Tested on WKCE in Subject"	"Percent of Enrolled who were Tested on WKCE in Subject"	"Standard/Framework Name"	"Standard/Framework Code"	"Filler"	"Item Number"	"Depth of Knowledge"	"Average(SR) Total(CR)"	"Number of Responses(SR) Points Possible(CR)"	"Correct Response"	"State PCNT Correct Response(SR) State Avg(CR)"	"CESA PCNT Correct Response(SR) CESA Avg(CR)"	"District PCNT Correct Response(SR) District Avg(CR)"	"School PCNT Correct Response(SR) School Avg(CR)"	"Difference:  Current Level Minus State(SR)"	"Difference: Current Level Minus CESA(SR)"	"Difference: Current Level Minus District(SR)"	"Number Answering A or F (1)(SR) 0 Points(CR)"	"Number Answering B or G (2)(SR) 1 Point(CR)"	"Number Answering C or H (3)(SR) 2 Points(CR)"	"Number Answering D or J (4)(SR) 3 Points(CR)"	"Number Answering E or K (5)(SR) 4 Points(CR)"	"Number left blank or multiple marks(SR) 5 Points(CR)"	"Unused(SR) Number 6 Points(CR)"	"Unused(SR) Number Left Blank or Erased(CR)"	"Unused(SR) Number Off Topic or Illegible(CR)"	"Percent Answering A or F (1)(SR) 0 Points(CR)"	"Percent Answering B or G (2)(SR) 1 Point(CR)"	"Percent Answering C or H (3)(SR) 2 Points(CR)"	"Percent Answering D or J (4)(SR) 3 Points(CR)"	"Percent Answering E or K (5)(SR) 4 Points(CR)"	"Percent Left blank or multiple marks(SR) 5 Points(CR)"	"Unused(SR) PCNT 6 Points(CR)"	"Unused(SR) PCNT Left Blank or Erased(CR)"	"Unused(SR) PCNT Off Topic or Illegible(CR)"
2014	3	"07"	"NEW HOLSTEIN"	"3941"	"NEW HOLSTEIN MI"	"0200"	"04"	"71954"	"07"	91	"CR"	"Mathematics"		91	100	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 3.0"	" 3.0"	"-0.3"		" 0.0"																		
2014	3	"07"	"NEW HOLSTEIN"	"3941"	"NEW HOLSTEIN MI"	"0200"	"04"	"71954"	"07"	91	"CR"	"Mathematics"		91	100	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.4"	" 0.4"	"-0.1"		" 0.0"	"   57"	"   34"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 63"	" 37"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"NEW HOLSTEIN"	"3941"	"NEW HOLSTEIN MI"	"0200"	"04"	"71954"	"07"	91	"CR"	"Mathematics"		91	100	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.6"	" 0.6"	"+0.1"		" 0.0"	"   37"	"   54"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 41"	" 59"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"NEW HOLSTEIN"	"3941"	"NEW HOLSTEIN MI"	"0200"	"04"	"71954"	"07"	91	"CR"	"Mathematics"		91	100	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 1.0"	" 1.0"	" 0.0"		" 0.0"																		
2014	3	"07"	"NEW HOLSTEIN"	"3941"	"NEW HOLSTEIN MI"	"0200"	"04"	"71954"	"07"	91	"CR"	"Mathematics"		91	100	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 1.0"	" 1.0"	"+0.2"		" 0.0"	"   22"	"   47"	"   22"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 24"	" 52"	" 24"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"NEW HOLSTEIN"	"3941"	"NEW HOLSTEIN MI"	"0200"	"04"	"71954"	"07"	91	"CR"	"Mathematics"		91	100	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 1.0"	" 1.0"	"+0.2"		" 0.0"																		
2014	3	"07"	"NEW HOLSTEIN"	"3941"	"NEW HOLSTEIN MI"	"0200"	"04"	"71954"	"07"	91	"CR"	"Mathematics"		91	100	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.7"	" 0.7"	" 0.0"		" 0.0"	"   26"	"   65"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 29"	" 71"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"NEW HOLSTEIN"	"3941"	"NEW HOLSTEIN MI"	"0200"	"04"	"71954"	"07"	91	"CR"	"Mathematics"		91	100	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.7"	" 0.7"	" 0.0"		" 0.0"																		
2014	3	"07"	"OOSTBURG"	"4137"	"OOSTBURG MID"	"0040"	"04"	"01864"	"07"	70	"CR"	"Reading"		67	96	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 1.9"	" 1.9"	"+0.4"		" 0.0"	"    7"	"    7"	"   36"	"   17"	"    0"	"    0"	"    0"	"    0"	"    0"	" 10"	" 10"	" 54"	" 25"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"OOSTBURG"	"4137"	"OOSTBURG MID"	"0040"	"04"	"01864"	"07"	70	"CR"	"Reading"		67	96	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.9"	" 1.9"	"+0.4"		" 0.0"																		
2014	3	"07"	"OOSTBURG"	"4137"	"OOSTBURG MID"	"0040"	"04"	"01864"	"07"	70	"CR"	"Reading"		67	96	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.7"	" 0.7"	"+0.1"		" 0.0"	"   36"	"   16"	"   12"	"    3"	"    0"	"    0"	"    0"	"    0"	"    0"	" 54"	" 24"	" 18"	"  4"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"OOSTBURG"	"4137"	"OOSTBURG MID"	"0040"	"04"	"01864"	"07"	70	"CR"	"Reading"		67	96	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.7"	" 0.7"	"+0.1"		" 0.0"																		
2014	3	"07"	"OOSTBURG"	"4137"	"OOSTBURG MID"	"0040"	"04"	"01864"	"07"	70	"CR"	"Mathematics"		67	96	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.9"	" 0.9"	"+0.3"		" 0.0"	"   12"	"   53"	"    2"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 18"	" 79"	"  3"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"OOSTBURG"	"4137"	"OOSTBURG MID"	"0040"	"04"	"01864"	"07"	70	"CR"	"Mathematics"		67	96	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.8"	" 1.8"	"+0.5"		" 0.0"	"    6"	"    4"	"   57"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"  9"	"  6"	" 85"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"OOSTBURG"	"4137"	"OOSTBURG MID"	"0040"	"04"	"01864"	"07"	70	"CR"	"Mathematics"		67	96	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.5"	" 1.5"	"+0.2"		" 0.0"	"    8"	"   16"	"   43"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 12"	" 24"	" 64"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"OOSTBURG"	"4137"	"OOSTBURG MID"	"0040"	"04"	"01864"	"07"	70	"CR"	"Mathematics"		67	96	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 4.1"	" 4.1"	"+0.8"		" 0.0"																		
2014	3	"07"	"OOSTBURG"	"4137"	"OOSTBURG MID"	"0040"	"04"	"01864"	"07"	70	"CR"	"Mathematics"		67	96	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.6"	" 0.6"	"+0.1"		" 0.0"	"   25"	"   42"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 37"	" 63"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"OOSTBURG"	"4137"	"OOSTBURG MID"	"0040"	"04"	"01864"	"07"	70	"CR"	"Mathematics"		67	96	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.5"	" 0.5"	" 0.0"		" 0.0"	"   32"	"   35"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 48"	" 52"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"OOSTBURG"	"4137"	"OOSTBURG MID"	"0040"	"04"	"01864"	"07"	70	"CR"	"Mathematics"		67	96	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 1.1"	" 1.1"	"+0.1"		" 0.0"																		
2014	3	"07"	"OOSTBURG"	"4137"	"OOSTBURG MID"	"0040"	"04"	"01864"	"07"	70	"CR"	"Mathematics"		67	96	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 1.0"	" 1.0"	"+0.2"		" 0.0"	"   22"	"   25"	"   20"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 33"	" 37"	" 30"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"OOSTBURG"	"4137"	"OOSTBURG MID"	"0040"	"04"	"01864"	"07"	70	"CR"	"Mathematics"		67	96	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 1.0"	" 1.0"	"+0.2"		" 0.0"																		
2014	3	"07"	"OOSTBURG"	"4137"	"OOSTBURG MID"	"0040"	"04"	"01864"	"07"	70	"CR"	"Mathematics"		67	96	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.9"	" 0.9"	"+0.2"		" 0.0"	"   10"	"   57"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 15"	" 85"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"OOSTBURG"	"4137"	"OOSTBURG MID"	"0040"	"04"	"01864"	"07"	70	"CR"	"Mathematics"		67	96	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.9"	" 0.9"	"+0.2"		" 0.0"																		
2014	3	"07"	"PLYMOUTH"	"4473"	"RIVERVIEW MID"	"0120"	"04"	"01933"	"07"	142	"CR"	"Reading"		137	96	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 1.5"	" 1.5"	" 0.0"		" 0.0"	"   29"	"   26"	"   70"	"   12"	"    0"	"    0"	"    0"	"    0"	"    0"	" 21"	" 19"	" 51"	"  9"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"PLYMOUTH"	"4473"	"RIVERVIEW MID"	"0120"	"04"	"01933"	"07"	142	"CR"	"Reading"		137	96	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.5"	" 1.5"	" 0.0"		" 0.0"																		
2014	3	"07"	"PLYMOUTH"	"4473"	"RIVERVIEW MID"	"0120"	"04"	"01933"	"07"	142	"CR"	"Reading"		137	96	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.4"	" 0.4"	"-0.2"		" 0.0"	"   86"	"   40"	"   10"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 63"	" 29"	"  7"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"PLYMOUTH"	"4473"	"RIVERVIEW MID"	"0120"	"04"	"01933"	"07"	142	"CR"	"Reading"		137	96	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.4"	" 0.4"	"-0.2"		" 0.0"																		
2014	3	"07"	"PLYMOUTH"	"4473"	"RIVERVIEW MID"	"0120"	"04"	"01933"	"07"	142	"CR"	"Mathematics"		137	96	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.8"	" 0.8"	"+0.2"		" 0.0"	"   35"	"   97"	"    5"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 26"	" 71"	"  4"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"PLYMOUTH"	"4473"	"RIVERVIEW MID"	"0120"	"04"	"01933"	"07"	142	"CR"	"Mathematics"		137	96	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.3"	" 1.3"	" 0.0"		" 0.0"	"   39"	"   17"	"   81"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 28"	" 12"	" 59"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"PLYMOUTH"	"4473"	"RIVERVIEW MID"	"0120"	"04"	"01933"	"07"	142	"CR"	"Mathematics"		137	96	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.5"	" 1.5"	"+0.2"		" 0.0"	"   25"	"   15"	"   96"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 18"	" 11"	" 70"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"PLYMOUTH"	"4473"	"RIVERVIEW MID"	"0120"	"04"	"01933"	"07"	142	"CR"	"Mathematics"		137	96	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 3.6"	" 3.6"	"+0.3"		" 0.0"																		
2014	3	"07"	"PLYMOUTH"	"4473"	"RIVERVIEW MID"	"0120"	"04"	"01933"	"07"	142	"CR"	"Mathematics"		137	96	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.5"	" 0.5"	" 0.0"		" 0.0"	"   63"	"   74"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 46"	" 54"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"PLYMOUTH"	"4473"	"RIVERVIEW MID"	"0120"	"04"	"01933"	"07"	142	"CR"	"Mathematics"		137	96	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.7"	" 0.7"	"+0.2"		" 0.0"	"   43"	"   94"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 31"	" 69"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"PLYMOUTH"	"4473"	"RIVERVIEW MID"	"0120"	"04"	"01933"	"07"	142	"CR"	"Mathematics"		137	96	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 1.2"	" 1.2"	"+0.2"		" 0.0"																		
2014	3	"07"	"PLYMOUTH"	"4473"	"RIVERVIEW MID"	"0120"	"04"	"01933"	"07"	142	"CR"	"Mathematics"		137	96	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 0.9"	" 0.9"	"+0.1"		" 0.0"	"   49"	"   57"	"   31"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 36"	" 42"	" 23"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"PLYMOUTH"	"4473"	"RIVERVIEW MID"	"0120"	"04"	"01933"	"07"	142	"CR"	"Mathematics"		137	96	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 0.9"	" 0.9"	"+0.1"		" 0.0"																		
2014	3	"07"	"PLYMOUTH"	"4473"	"RIVERVIEW MID"	"0120"	"04"	"01933"	"07"	142	"CR"	"Mathematics"		137	96	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.7"	" 0.7"	" 0.0"		" 0.0"	"   35"	"  102"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 26"	" 74"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"PLYMOUTH"	"4473"	"RIVERVIEW MID"	"0120"	"04"	"01933"	"07"	142	"CR"	"Mathematics"		137	96	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.7"	" 0.7"	" 0.0"		" 0.0"																		
2014	3	"07"	"PULASKI"	"4613"	"PULASKI COMMUNI"	"0200"	"04"	"70065"	"07"	281	"CR"	"Reading"		275	98	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 1.7"	" 1.7"	"+0.2"		" 0.0"	"   45"	"   44"	"  133"	"   51"	"    0"	"    0"	"    0"	"    2"	"    0"	" 16"	" 16"	" 48"	" 19"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"PULASKI"	"4613"	"PULASKI COMMUNI"	"0200"	"04"	"70065"	"07"	281	"CR"	"Reading"		275	98	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.7"	" 1.7"	"+0.2"		" 0.0"																		
2014	3	"07"	"PULASKI"	"4613"	"PULASKI COMMUNI"	"0200"	"04"	"70065"	"07"	281	"CR"	"Reading"		275	98	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.7"	" 0.7"	"+0.1"		" 0.0"	"  127"	"  106"	"   33"	"    5"	"    0"	"    0"	"    0"	"    1"	"    3"	" 46"	" 39"	" 12"	"  2"	"  0"	"  0"	"  0"	"  0"	"  1"
2014	3	"07"	"PULASKI"	"4613"	"PULASKI COMMUNI"	"0200"	"04"	"70065"	"07"	281	"CR"	"Reading"		275	98	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.7"	" 0.7"	"+0.1"		" 0.0"																		
2014	3	"07"	"PULASKI"	"4613"	"PULASKI COMMUNI"	"0200"	"04"	"70065"	"07"	281	"CR"	"Mathematics"		275	98	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.8"	" 0.8"	"+0.2"		" 0.0"	"   64"	"  192"	"   15"	"    0"	"    0"	"    0"	"    0"	"    4"	"    0"	" 23"	" 70"	"  5"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"PULASKI"	"4613"	"PULASKI COMMUNI"	"0200"	"04"	"70065"	"07"	281	"CR"	"Mathematics"		275	98	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.5"	" 1.5"	"+0.2"		" 0.0"	"   42"	"   47"	"  186"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 15"	" 17"	" 68"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"PULASKI"	"4613"	"PULASKI COMMUNI"	"0200"	"04"	"70065"	"07"	281	"CR"	"Mathematics"		275	98	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.7"	" 1.7"	"+0.4"		" 0.0"	"   27"	"   33"	"  213"	"    0"	"    0"	"    0"	"    0"	"    2"	"    0"	" 10"	" 12"	" 77"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"PULASKI"	"4613"	"PULASKI COMMUNI"	"0200"	"04"	"70065"	"07"	281	"CR"	"Mathematics"		275	98	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 4.0"	" 4.0"	"+0.7"		" 0.0"																		
2014	3	"07"	"PULASKI"	"4613"	"PULASKI COMMUNI"	"0200"	"04"	"70065"	"07"	281	"CR"	"Mathematics"		275	98	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.7"	" 0.7"	"+0.2"		" 0.0"	"   92"	"  182"	"    0"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 33"	" 66"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"PULASKI"	"4613"	"PULASKI COMMUNI"	"0200"	"04"	"70065"	"07"	281	"CR"	"Mathematics"		275	98	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.6"	" 0.6"	"+0.1"		" 0.0"	"  111"	"  164"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 40"	" 60"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"PULASKI"	"4613"	"PULASKI COMMUNI"	"0200"	"04"	"70065"	"07"	281	"CR"	"Mathematics"		275	98	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 1.3"	" 1.3"	"+0.3"		" 0.0"																		
2014	3	"07"	"PULASKI"	"4613"	"PULASKI COMMUNI"	"0200"	"04"	"70065"	"07"	281	"CR"	"Mathematics"		275	98	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 1.0"	" 1.0"	"+0.2"		" 0.0"	"   83"	"   96"	"   94"	"    0"	"    0"	"    0"	"    0"	"    2"	"    0"	" 30"	" 35"	" 34"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"PULASKI"	"4613"	"PULASKI COMMUNI"	"0200"	"04"	"70065"	"07"	281	"CR"	"Mathematics"		275	98	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 1.0"	" 1.0"	"+0.2"		" 0.0"																		
2014	3	"07"	"PULASKI"	"4613"	"PULASKI COMMUNI"	"0200"	"04"	"70065"	"07"	281	"CR"	"Mathematics"		275	98	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.8"	" 0.8"	"+0.1"		" 0.0"	"   52"	"  223"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 19"	" 81"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"PULASKI"	"4613"	"PULASKI COMMUNI"	"0200"	"04"	"70065"	"07"	281	"CR"	"Mathematics"		275	98	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.8"	" 0.8"	"+0.1"		" 0.0"																		
2014	3	"07"	"RANDOM LAKE"	"4641"	"RANDOM LAKE MID"	"0020"	"04"	"02012"	"07"	53	"CR"	"Reading"		52	98	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 1.5"	" 1.5"	" 0.0"		" 0.0"	"   12"	"   10"	"   24"	"    6"	"    0"	"    0"	"    0"	"    0"	"    0"	" 23"	" 19"	" 46"	" 12"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"RANDOM LAKE"	"4641"	"RANDOM LAKE MID"	"0020"	"04"	"02012"	"07"	53	"CR"	"Reading"		52	98	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.5"	" 1.5"	" 0.0"		" 0.0"																		
2014	3	"07"	"RANDOM LAKE"	"4641"	"RANDOM LAKE MID"	"0020"	"04"	"02012"	"07"	53	"CR"	"Reading"		52	98	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.5"	" 0.5"	"-0.1"		" 0.0"	"   29"	"   18"	"    5"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 56"	" 35"	" 10"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"RANDOM LAKE"	"4641"	"RANDOM LAKE MID"	"0020"	"04"	"02012"	"07"	53	"CR"	"Reading"		52	98	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.5"	" 0.5"	"-0.1"		" 0.0"																		
2014	3	"07"	"RANDOM LAKE"	"4641"	"RANDOM LAKE MID"	"0020"	"04"	"02012"	"07"	53	"CR"	"Mathematics"		52	98	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.8"	" 0.8"	"+0.2"		" 0.0"	"    9"	"   43"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 17"	" 83"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"RANDOM LAKE"	"4641"	"RANDOM LAKE MID"	"0020"	"04"	"02012"	"07"	53	"CR"	"Mathematics"		52	98	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.7"	" 1.7"	"+0.4"		" 0.0"	"    4"	"    8"	"   40"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"  8"	" 15"	" 77"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"RANDOM LAKE"	"4641"	"RANDOM LAKE MID"	"0020"	"04"	"02012"	"07"	53	"CR"	"Mathematics"		52	98	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.4"	" 1.4"	"+0.1"		" 0.0"	"   11"	"    9"	"   32"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 21"	" 17"	" 62"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"RANDOM LAKE"	"4641"	"RANDOM LAKE MID"	"0020"	"04"	"02012"	"07"	53	"CR"	"Mathematics"		52	98	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 3.9"	" 3.9"	"+0.6"		" 0.0"																		
2014	3	"07"	"RANDOM LAKE"	"4641"	"RANDOM LAKE MID"	"0020"	"04"	"02012"	"07"	53	"CR"	"Mathematics"		52	98	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.6"	" 0.6"	"+0.1"		" 0.0"	"   22"	"   30"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 42"	" 58"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"RANDOM LAKE"	"4641"	"RANDOM LAKE MID"	"0020"	"04"	"02012"	"07"	53	"CR"	"Mathematics"		52	98	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.6"	" 0.6"	"+0.1"		" 0.0"	"   23"	"   29"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 44"	" 56"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"RANDOM LAKE"	"4641"	"RANDOM LAKE MID"	"0020"	"04"	"02012"	"07"	53	"CR"	"Mathematics"		52	98	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 1.1"	" 1.1"	"+0.1"		" 0.0"																		
2014	3	"07"	"RANDOM LAKE"	"4641"	"RANDOM LAKE MID"	"0020"	"04"	"02012"	"07"	53	"CR"	"Mathematics"		52	98	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 0.7"	" 0.7"	"-0.1"		" 0.0"	"   23"	"   21"	"    8"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 44"	" 40"	" 15"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"RANDOM LAKE"	"4641"	"RANDOM LAKE MID"	"0020"	"04"	"02012"	"07"	53	"CR"	"Mathematics"		52	98	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 0.7"	" 0.7"	"-0.1"		" 0.0"																		
2014	3	"07"	"RANDOM LAKE"	"4641"	"RANDOM LAKE MID"	"0020"	"04"	"02012"	"07"	53	"CR"	"Mathematics"		52	98	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.9"	" 0.9"	"+0.2"		" 0.0"	"    6"	"   46"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 12"	" 88"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
